"Num","Title","Year","Runtime","Director","Writer","Metascore","imdbRating","imdbVotes","BoxOffice","Production","First Actor","Second Actor","Third Actor","Fourth Actor","Awards","Nominations","Genre","Language","Country"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Adventure","Arabic","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Adventure","Turkish","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Adventure","Turkish","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Biography","English","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Biography","English","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Biography","Arabic","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Biography","Arabic","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Biography","Turkish","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Biography","Turkish","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Drama","English","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Drama","English","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Drama","Arabic","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Drama","Arabic","USA"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Drama","Turkish","UK"
65,"Lawrence of Arabia",1962,216,"David Lean","T.E. Lawrence ",100,8.3,NA,NA,"Columbia Pictures","Peter O'Toole","Alec Guinness","Anthony Quinn","Jack Hawkins",30,14,"Drama","Turkish","USA"
66,"The Kid",1921,68,"Charles Chaplin","Charles Chaplin",NA,8.3,NA,NA,"First National Pictures Inc.","Carl Miller","Edna Purviance","Jackie Coogan","Charles Chaplin",1,0,"Comedy","English","USA"
66,"The Kid",1921,68,"Charles Chaplin","Charles Chaplin",NA,8.3,NA,NA,"First National Pictures Inc.","Carl Miller","Edna Purviance","Jackie Coogan","Charles Chaplin",1,0,"Drama","English","USA"
66,"The Kid",1921,68,"Charles Chaplin","Charles Chaplin",NA,8.3,NA,NA,"First National Pictures Inc.","Carl Miller","Edna Purviance","Jackie Coogan","Charles Chaplin",1,0,"Family","English","USA"
67,"A Clockwork Orange",1971,136,"Stanley Kubrick","Stanley Kubrick ",78,8.3,NA,NA,"Warner Bros.","Malcolm McDowell","Patrick Magee","Michael Bates","Warren Clarke",9,21,"Crime","English","UK"
67,"A Clockwork Orange",1971,136,"Stanley Kubrick","Stanley Kubrick ",78,8.3,NA,NA,"Warner Bros.","Malcolm McDowell","Patrick Magee","Michael Bates","Warren Clarke",9,21,"Crime","English","USA"
67,"A Clockwork Orange",1971,136,"Stanley Kubrick","Stanley Kubrick ",78,8.3,NA,NA,"Warner Bros.","Malcolm McDowell","Patrick Magee","Michael Bates","Warren Clarke",9,21,"Drama","English","UK"
67,"A Clockwork Orange",1971,136,"Stanley Kubrick","Stanley Kubrick ",78,8.3,NA,NA,"Warner Bros.","Malcolm McDowell","Patrick Magee","Michael Bates","Warren Clarke",9,21,"Drama","English","USA"
67,"A Clockwork Orange",1971,136,"Stanley Kubrick","Stanley Kubrick ",78,8.3,NA,NA,"Warner Bros.","Malcolm McDowell","Patrick Magee","Michael Bates","Warren Clarke",9,21,"Sci","English","UK"
67,"A Clockwork Orange",1971,136,"Stanley Kubrick","Stanley Kubrick ",78,8.3,NA,NA,"Warner Bros.","Malcolm McDowell","Patrick Magee","Michael Bates","Warren Clarke",9,21,"Sci","English","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Biography","English","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Biography","English","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Biography","Italian","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Biography","Italian","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Biography","Latin","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Biography","Latin","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Drama","English","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Drama","English","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Drama","Italian","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Drama","Italian","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Drama","Latin","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"Drama","Latin","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"History","English","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"History","English","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"History","Italian","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"History","Italian","France"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"History","Latin","USA"
68,"Amadeus",1984,160,"Milos Forman","Peter Shaffer ",93,8.3,NA,NA,"Warner Bros. Pictures","F. Murray Abraham","Tom Hulce","Elizabeth Berridge","Roy Dotrice",41,14,"History","Latin","France"
69,"To Kill a Mockingbird",1962,129,"Robert Mulligan","Harper Lee ",NA,8.3,NA,NA,"Universal International Pictur","Gregory Peck","John Megna","Frank Overton","Rosemary Murphy",13,16,"Crime","English","USA"
69,"To Kill a Mockingbird",1962,129,"Robert Mulligan","Harper Lee ",NA,8.3,NA,NA,"Universal International Pictur","Gregory Peck","John Megna","Frank Overton","Rosemary Murphy",13,16,"Drama","English","USA"
70,"Eternal Sunshine of the Spotless Mind",2004,108,"Michel Gondry","Charlie Kaufman ",89,8.3,NA,34126138,"Focus Features","Jim Carrey","Kate Winslet","Gerry Robert Byrne","Elijah Wood",71,109,"Drama","English","USA"
70,"Eternal Sunshine of the Spotless Mind",2004,108,"Michel Gondry","Charlie Kaufman ",89,8.3,NA,34126138,"Focus Features","Jim Carrey","Kate Winslet","Gerry Robert Byrne","Elijah Wood",71,109,"Romance","English","USA"
70,"Eternal Sunshine of the Spotless Mind",2004,108,"Michel Gondry","Charlie Kaufman ",89,8.3,NA,34126138,"Focus Features","Jim Carrey","Kate Winslet","Gerry Robert Byrne","Elijah Wood",71,109,"Sci","English","USA"
71,"Singin' in the Rain",1952,103,"Stanley Donen, Gene Kelly","Betty Comden ",NA,8.3,NA,NA,"MGM","Gene Kelly","Donald O'Connor","Debbie Reynolds","Jean Hagen",5,9,"Comedy","English","USA"
71,"Singin' in the Rain",1952,103,"Stanley Donen, Gene Kelly","Betty Comden ",NA,8.3,NA,NA,"MGM","Gene Kelly","Donald O'Connor","Debbie Reynolds","Jean Hagen",5,9,"Musical","English","USA"
71,"Singin' in the Rain",1952,103,"Stanley Donen, Gene Kelly","Betty Comden ",NA,8.3,NA,NA,"MGM","Gene Kelly","Donald O'Connor","Debbie Reynolds","Jean Hagen",5,9,"Romance","English","USA"
72,"Taxi Driver",1976,113,"Martin Scorsese","Paul Schrader",93,8.3,NA,NA,"Columbia Pictures","Diahnne Abbott","Frank Adu","Victor Argo","Gino Ardito",21,19,"Crime","English","USA"
72,"Taxi Driver",1976,113,"Martin Scorsese","Paul Schrader",93,8.3,NA,NA,"Columbia Pictures","Diahnne Abbott","Frank Adu","Victor Argo","Gino Ardito",21,19,"Crime","Spanish","USA"
72,"Taxi Driver",1976,113,"Martin Scorsese","Paul Schrader",93,8.3,NA,NA,"Columbia Pictures","Diahnne Abbott","Frank Adu","Victor Argo","Gino Ardito",21,19,"Drama","English","USA"
72,"Taxi Driver",1976,113,"Martin Scorsese","Paul Schrader",93,8.3,NA,NA,"Columbia Pictures","Diahnne Abbott","Frank Adu","Victor Argo","Gino Ardito",21,19,"Drama","Spanish","USA"
73,"The Sting",1973,129,"George Roy Hill","David S. Ward",80,8.3,NA,NA,"Universal Pictures","Paul Newman","Robert Redford","Robert Shaw","Charles Durning",17,6,"Comedy","English","USA"
73,"The Sting",1973,129,"George Roy Hill","David S. Ward",80,8.3,NA,NA,"Universal Pictures","Paul Newman","Robert Redford","Robert Shaw","Charles Durning",17,6,"Crime","English","USA"
73,"The Sting",1973,129,"George Roy Hill","David S. Ward",80,8.3,NA,NA,"Universal Pictures","Paul Newman","Robert Redford","Robert Shaw","Charles Durning",17,6,"Drama","English","USA"
74,"Toy Story 3",2010,103,"Lee Unkrich","John Lasseter ",92,8.3,NA,414984497,"Walt Disney Pictures","Tom Hanks","Tim Allen","Joan Cusack","Ned Beatty",61,91,"Animation","English","USA"
74,"Toy Story 3",2010,103,"Lee Unkrich","John Lasseter ",92,8.3,NA,414984497,"Walt Disney Pictures","Tom Hanks","Tim Allen","Joan Cusack","Ned Beatty",61,91,"Animation","Spanish","USA"
74,"Toy Story 3",2010,103,"Lee Unkrich","John Lasseter ",92,8.3,NA,414984497,"Walt Disney Pictures","Tom Hanks","Tim Allen","Joan Cusack","Ned Beatty",61,91,"Adventure","English","USA"
74,"Toy Story 3",2010,103,"Lee Unkrich","John Lasseter ",92,8.3,NA,414984497,"Walt Disney Pictures","Tom Hanks","Tim Allen","Joan Cusack","Ned Beatty",61,91,"Adventure","Spanish","USA"
74,"Toy Story 3",2010,103,"Lee Unkrich","John Lasseter ",92,8.3,NA,414984497,"Walt Disney Pictures","Tom Hanks","Tim Allen","Joan Cusack","Ned Beatty",61,91,"Comedy","English","USA"
74,"Toy Story 3",2010,103,"Lee Unkrich","John Lasseter ",92,8.3,NA,414984497,"Walt Disney Pictures","Tom Hanks","Tim Allen","Joan Cusack","Ned Beatty",61,91,"Comedy","Spanish","USA"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Adventure","English","UK"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Adventure","English","USA"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Adventure","Russian","UK"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Adventure","Russian","USA"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Sci","English","UK"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Sci","English","USA"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Sci","Russian","UK"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Sci","Russian","USA"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Fi","English","UK"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Fi","English","USA"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Fi","Russian","UK"
75,"2001: A Space Odyssey",1968,149,"Stanley Kubrick","Stanley Kubrick ",86,8.3,NA,135620,"Warner Bros. Pictures","Keir Dullea","Gary Lockwood","William Sylvester","Daniel Richter",14,8,"Fi","Russian","USA"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"Drama","English","UK"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"Drama","English","USA"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"Drama","Vietnamese","UK"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"Drama","Vietnamese","USA"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"War","English","UK"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"War","English","USA"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"War","Vietnamese","UK"
76,"Full Metal Jacket",1987,116,"Stanley Kubrick","Gustav Hasford ",76,8.3,NA,NA,"Warner Bros.","Matthew Modine","Adam Baldwin","Vincent D'Onofrio","R. Lee Ermey",7,10,"War","Vietnamese","USA"
77,"Baby Driver",2017,113,"Edgar Wright","Edgar Wright",83,8.5,NA,30029105,"Sony Pictures","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",1,1,"Action","English","UK"
77,"Baby Driver",2017,113,"Edgar Wright","Edgar Wright",83,8.5,NA,30029105,"Sony Pictures","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",1,1,"Action","English","USA"
77,"Baby Driver",2017,113,"Edgar Wright","Edgar Wright",83,8.5,NA,30029105,"Sony Pictures","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",1,1,"Crime","English","UK"
77,"Baby Driver",2017,113,"Edgar Wright","Edgar Wright",83,8.5,NA,30029105,"Sony Pictures","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",1,1,"Crime","English","USA"
77,"Baby Driver",2017,113,"Edgar Wright","Edgar Wright",83,8.5,NA,30029105,"Sony Pictures","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",1,1,"Music","English","UK"
77,"Baby Driver",2017,113,"Edgar Wright","Edgar Wright",83,8.5,NA,30029105,"Sony Pictures","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",1,1,"Music","English","USA"
78,"Toy Story",1995,81,"John Lasseter","John Lasseter ",95,8.3,NA,NA,"Buena Vista","Tom Hanks","Tim Allen","Don Rickles","Jim Varney",23,21,"Animation","English","USA"
78,"Toy Story",1995,81,"John Lasseter","John Lasseter ",95,8.3,NA,NA,"Buena Vista","Tom Hanks","Tim Allen","Don Rickles","Jim Varney",23,21,"Adventure","English","USA"
78,"Toy Story",1995,81,"John Lasseter","John Lasseter ",95,8.3,NA,NA,"Buena Vista","Tom Hanks","Tim Allen","Don Rickles","Jim Varney",23,21,"Comedy","English","USA"
79,"Inglourious Basterds",2009,153,"Quentin Tarantino, Eli Roth","Quentin Tarantino",69,8.3,NA,120523073,"The Weinstein Company","Brad Pitt","Mélanie Laurent","Christoph Waltz","Eli Roth",130,165,"Adventure","English","USA"
79,"Inglourious Basterds",2009,153,"Quentin Tarantino, Eli Roth","Quentin Tarantino",69,8.3,NA,120523073,"The Weinstein Company","Brad Pitt","Mélanie Laurent","Christoph Waltz","Eli Roth",130,165,"Adventure","English","Germany"
